Keyword,Volume,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous average position,Current average position,Position change,Current locations,Locations change,Top location code,Top location,Top location's volume,Top location's traffic,Top location's traffic change
github set-output deprecated,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
git lfs list files,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
kubescape scan,0,0,0,0,,7.00,6.00,-1.00,1,,US,United States,0,0,0
bazel blog,0,,0,,,,6.00,,1,1,US,United States,0,0,
m1 homebrew,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
python subprocess stdout to file,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
makefile set variable if not set,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
configure.ac file,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
jq get values,0,0,0,0,,6.00,7.00,1.00,1,,US,United States,0,0,0
bazel query attr,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
delete replica set kubernetes,0,,0,,,,11.00,,1,1,US,United States,0,0,
reading csv files,0,0,,,,11.00,,,0,-1,IN,India,0,0,
linux bin bash,0,,0,,,,11.00,,1,1,US,United States,0,0,
mysql docker port change,0,0,,,,11.00,,,0,-1,RU,Russian Federation,0,0,
uv install,4700,0,,,,44.00,,,0,-1,US,United States,4700,0,
jq count elements,10,0,0,0,,19.00,19.00,0.00,1,,US,United States,10,0,0
gorm,3700,0,0,0,,30.00,17.67,-12.33,3,2,US,United States,3700,0,0
subprocess run output,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
python subprocess pipe output,0,,0,,,,9.00,,1,1,US,United States,0,0,
subprocess output,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
concatenate a list python,0,0,0,0,,10.00,10.00,0.00,1,,US,United States,0,0,0
configmap size limit,30,0,0,0,,22.00,22.00,0.00,1,,US,United States,30,0,0
python install virtualenv,10,0,0,0,,17.00,17.00,0.00,1,,GB,United Kingdom,10,0,0
pnpm npx equivalent,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
define nix,200,0,0,0,,30.00,21.00,-9.00,1,,US,United States,200,0,0
import yaml,20,0,,,,19.00,,,0,-1,ES,Spain,20,0,
rabbitmq vs kafka,3500,0,0,0,,38.80,44.62,5.83,8,3,IN,India,3500,0,0
bazel test timeout,100,0,0,0,,28.00,28.00,0.00,1,,US,United States,100,0,0
github action environment variables,200,0,0,0,,23.00,31.00,8.00,1,,US,United States,200,0,0
namespace in kubernetes,450,0,0,0,,43.00,35.00,-8.00,1,,IN,India,450,0,0
jq extract field,0,0,0,0,,9.00,10.00,1.00,2,1,FR,France,0,0,0
kubernetes secrets encryption,90,0,,,,28.00,,,0,-1,US,United States,90,0,
@dataclass python,200,0,0,0,,30.00,32.00,2.00,1,,US,United States,200,0,0
jq extract field from array,0,0,,,,10.00,,,0,-1,US,United States,0,0,
/opt/homebrew/bin is not in your path.,0,0,0,0,,8.67,10.00,1.33,3,,US,United States,0,0,0
/opt/homebrew/bin is not in your path,0,0,0,0,,11.00,10.00,-1.00,2,1,IN,India,0,0,0
bash sed regex,0,0,0,0,,10.00,10.00,0.00,1,,US,United States,0,0,0
jq filter array,0,0,0,0,,10.00,10.00,0.00,1,,DE,Germany,0,0,0
how to add homebrew to your path,0,0,0,0,,10.00,10.00,0.00,1,,US,United States,0,0,0
python how to read csv file,0,0,,,,10.00,,,0,-1,CA,Canada,0,0,
installing homebrew on mac m1,0,0,,,,10.00,,,0,-1,US,United States,0,0,
bash get unique lines,0,0,0,0,,11.00,11.00,0.00,1,,US,United States,0,0,0
concatenate list of lists,0,0,0,0,,9.00,10.00,1.00,1,,US,United States,0,0,0
get data from csv python,0,0,,,,11.00,,,0,-1,US,United States,0,0,
opt/homebrew/bin is not in your path,0,0,0,0,,10.00,10.00,0.00,1,,US,United States,0,0,0
makefile parameters,0,,0,,,,10.00,,1,1,US,United States,0,0,
github actions yarn cache,0,0,0,0,,5.00,10.00,5.00,1,,US,United States,0,0,0
rust macro_rules,0,0,0,0,,7.00,10.00,3.00,1,,US,United States,0,0,0
how to concat two list in python,0,0,,,,11.00,,,0,-1,IN,India,0,0,
error type golang,0,0,0,0,,9.00,11.00,2.00,1,,US,United States,0,0,0
zsh theme powerlevel10k,10,,0,,,,16.00,,1,1,US,United States,10,0,
how to use make on windows,0,0,0,0,,9.00,8.00,-1.00,1,,US,United States,0,0,0
bazel rules_rust,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
subprocess env,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
psycopg2 examples,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
golang error package,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
rust lifetime parameter,0,0,0,0,,8.00,7.00,-1.00,1,,US,United States,0,0,0
volumes in dockerfile,0,0,0,0,,7.00,7.00,0.00,1,,IN,India,0,0,0
m1 mac homebrew,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
makefile := vs =,0,0,0,0,,9.00,7.00,-2.00,1,,US,United States,0,0,0
mac m1 install brew,0,0,0,0,,8.00,8.00,0.00,1,,US,United States,0,0,0
makefile default variable,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
go work use,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
c++ makefile,0,0,,,,7.00,,,0,-1,NL,Netherlands,0,0,
rust bazel,0,0,0,0,,6.00,7.00,1.00,1,,US,United States,0,0,0
bazel py_test,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
windows make file,0,0,0,0,,8.00,7.00,-1.00,1,,US,United States,0,0,0
make set variable,0,0,0,0,,4.00,7.00,3.00,1,,US,United States,0,0,0
running make on windows,0,0,0,0,,8.00,8.00,0.00,1,,US,United States,0,0,0
jq select in array,0,0,0,0,,6.50,6.50,0.00,2,,US,United States,0,0,0
brew install m1,0,0,0,0,,8.00,7.00,-1.00,1,,US,United States,0,0,0
python read a csv file,0,0,0,0,,6.00,7.00,1.00,1,,CA,Canada,0,0,0
makefile filter,0,0,0,0,,8.00,8.00,0.00,1,,US,United States,0,0,0
go work init,0,0,0,0,,9.00,7.00,-2.00,1,,US,United States,0,0,0
where is homebrew installed on mac m1,0,0,0,0,,5.00,7.00,2.00,1,,US,United States,0,0,0
cxx flags,0,0,0,0,,5.00,7.00,2.00,1,,US,United States,0,0,0
jq select array,0,0,0,0,,5.00,7.00,2.00,1,,US,United States,0,0,0
golang errors.as example,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
c++ ninja,0,0,,,,12.00,,,0,-1,US,United States,0,0,
sed replace after match,0,0,0,0,,13.00,13.00,0.00,1,,US,United States,0,0,0
buildkitd,20,0,0,0,,3.00,4.33,1.33,3,,US,United States,20,0,0
logging format python,10,0,,,,18.00,,,0,-1,IN,India,10,0,
terraform aws ecs service,30,0,0,0,,23.00,23.00,0.00,1,,US,United States,30,0,0
crio kubernetes,0,0,0,0,,10.00,10.00,0.00,1,,US,United States,0,0,0
stdout=subprocess.pipe,0,0,0,0,,11.00,10.00,-1.00,1,,US,United States,0,0,0
yarn vs npx,0,0,0,0,,10.00,10.00,0.00,1,,US,United States,0,0,0
homebrew install m1,0,0,0,0,,6.00,7.00,1.00,1,,US,United States,0,0,0
convert makefile to cmake,30,0,0,0,,24.00,24.00,0.00,1,,US,United States,30,0,0
terraform backend s3,200,,0,,,,32.00,,1,1,IN,India,200,0,
terraform vs pulumi,200,1,0,0,,21.00,32.00,11.00,1,,US,United States,200,0,0
github docker registry,200,0,,,,32.00,,,0,-1,US,United States,200,0,
github workflow variables,200,,0,,,,32.00,,1,1,US,United States,200,0,
cargo crate,400,0,0,0,,28.00,31.00,3.00,1,,US,United States,400,0,0
shell script sleep 5 seconds,0,0,0,0,,11.00,11.00,0.00,1,,US,United States,0,0,0
cargo new workspace,0,0,0,0,,11.00,11.00,0.00,1,,US,United States,0,0,0
markdown linter,0,,0,,,,11.00,,1,1,GB,United Kingdom,0,0,
brew install arm64,0,0,0,0,,7.00,11.00,4.00,1,,US,United States,0,0,0
makefile echo variable,0,0,0,0,,8.00,12.00,4.00,1,,US,United States,0,0,0
bash execute string,0,0,0,0,,12.00,12.00,0.00,1,,US,United States,0,0,0
g++ compile,0,0,,,,11.00,,,0,-1,DE,Germany,0,0,
what is go.sum,0,0,0,0,,11.00,11.00,0.00,1,,US,United States,0,0,0
python venv create,200,3,0,-3,,21.50,33.00,11.50,1,-1,US,United States,200,0,-3
how to make file,150,0,0,0,,28.00,28.00,0.00,1,,IN,India,150,0,0
cross compilation,10,0,,,,18.00,,,0,-1,IN,India,10,0,
install homebrew into /usr/local,0,0,0,0,,9.00,8.00,-1.00,1,,US,United States,0,0,0
jq select first,0,,0,,,,8.00,,1,1,US,United States,0,0,
install brew m1,0,0,,,,8.00,,,0,-1,US,United States,0,0,
makefile pass argument,0,,0,,,,8.00,,1,1,US,United States,0,0,
jq extract two fields,0,0,0,0,,8.00,8.00,0.00,1,,US,United States,0,0,0
jq get value by key,0,0,0,0,,8.67,9.00,0.33,3,,RU,Russian Federation,0,0,0
jq array index,0,0,0,0,,7.00,8.00,1.00,1,,US,United States,0,0,0
rust macro types,0,0,0,0,,6.00,9.00,3.00,1,,US,United States,0,0,0
cppflags,0,0,0,0,,7.50,7.67,0.17,3,1,US,United States,0,0,0
reading in a csv file python,0,0,,,,9.00,,,0,-1,US,United States,0,0,
brew install path,0,,0,,,,9.00,,1,1,US,United States,0,0,
from abc import abc abstractmethod,40,0,0,0,,25.00,25.00,0.00,1,,IN,India,40,0,0
podman rootless,150,0,0,0,,43.00,31.00,-12.00,1,,US,United States,150,0,0
gcp docker registry,10,0,0,0,,20.00,20.00,0.00,1,,US,United States,10,0,0
print variable in makefile,0,0,0,0,,10.00,10.00,0.00,1,,US,United States,0,0,0
external secrets operator,1150,,0,,,,39.50,,2,2,DE,Germany,1150,0,
python csv,4270,0,0,0,,13.00,15.83,2.83,6,,BR,Brazil,4270,0,0
bash else if,850,0,0,0,,44.00,38.00,-6.00,3,1,GB,United Kingdom,850,0,0
where are homebrew packages installed mac,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
jq print field,0,0,0,0,,8.00,8.00,0.00,1,,US,United States,0,0,0
docker secret,150,0,0,0,,20.00,31.00,11.00,1,,US,United States,150,0,0
python get subprocess output,0,0,0,0,,9.00,10.00,1.00,1,,US,United States,0,0,0
what is a staff software engineer,200,0,0,0,,36.00,33.00,-3.00,1,,US,United States,200,0,0
fixtures in pytest,10,0,0,0,,20.00,20.00,0.00,1,,US,United States,10,0,0
ecr repository,150,0,0,0,,32.00,32.00,0.00,1,,US,United States,150,0,0
what is class and object in python,450,0,0,0,,40.00,37.00,-3.00,1,,IN,India,450,0,0
api testing playwright,20,0,,,,23.00,,,0,-1,US,United States,20,0,
makefile in cpp,0,0,,,,13.00,,,0,-1,IN,India,0,0,
for loop in bash,300,0,,,,36.00,,,0,-1,IN,India,300,0,
portainer community edition,200,0,0,0,,33.00,33.00,0.00,1,,US,United States,200,0,0
errors.is golang,0,1,0,-1,,8.50,9.00,0.50,1,-1,US,United States,0,0,-1
jq query array,0,0,0,0,,8.00,9.00,1.00,1,,US,United States,0,0,0
brew install location mac,0,0,0,0,,9.00,10.00,1.00,1,,US,United States,0,0,0
ruby implicit return,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
lifetimes in rust,0,,0,,,,9.00,,1,1,US,United States,0,0,
jq extract multiple fields,0,0,0,0,,8.00,9.00,1.00,1,,FR,France,0,0,0
gnu make special variables,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
bash string literal,0,0,,,,9.00,,,0,-1,US,United States,0,0,
your homebrew's prefix is not /opt/homebrew.,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
mac install homebrew m1,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
install brew in mac m1,0,0,,,,9.00,,,0,-1,IN,India,0,0,
gazelle python,0,0,,,,9.00,,,0,-1,US,United States,0,0,
brew find install location,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
golang compare errors,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
creating vpc using terraform,0,0,0,0,,6.00,9.00,3.00,1,,IN,India,0,0,0
github actions .env file,0,0,0,0,,15.00,15.00,0.00,1,,US,United States,0,0,0
jq output multiple fields,0,0,0,0,,15.00,15.00,0.00,1,,US,United States,0,0,0
uniq count,10,,0,,,,22.00,,1,1,US,United States,10,0,
k9s exit shell,10,0,0,0,,22.00,22.00,0.00,1,,US,United States,10,0,0
objects in python,500,0,0,0,,38.50,38.50,0.00,2,,IN,India,500,0,0
create new conda environment,300,,0,,,,36.00,,1,1,US,United States,300,0,
10x engineer,750,0,0,0,,20.50,18.50,-2.00,2,,GB,United Kingdom,750,0,0
jq filter multiple fields,0,0,0,0,,9.00,9.00,0.00,1,,US,United States,0,0,0
how to install brew on mac m1,0,0,0,0,,9.00,10.00,1.00,1,,US,United States,0,0,0
python classes and objects,700,0,0,0,,41.00,39.50,-1.50,2,,IN,India,700,0,0
create environment,30,0,,,,25.00,,,0,-1,US,United States,30,0,
prometheus monitoring tool,400,0,0,0,,33.50,37.00,3.50,2,,IN,India,400,0,0
python logging to file,200,0,0,0,,36.00,34.00,-2.00,1,,US,United States,200,0,0
conda create env,150,0,0,0,,38.00,33.00,-5.00,1,-1,TR,Turkey,150,0,0
create environment python,10,0,,,,19.00,,,0,-1,GB,United Kingdom,10,0,
merge queue,200,3,0,-3,,12.67,34.00,21.33,1,-2,US,United States,200,0,-3
terminal commands,950,0,,,,42.00,,,0,-2,IN,India,950,0,
read csv,450,0,0,0,,43.00,34.00,-9.00,1,,US,United States,450,0,0
make file,200,0,0,0,,25.50,35.00,9.50,1,-1,IN,India,200,0,0
python subprocess suppress output,0,0,,,,10.00,,,0,-1,US,United States,0,0,
brew install directory,0,0,,,,10.00,,,0,-1,US,United States,0,0,
docker mongodb create database,0,0,,,,8.50,,,0,-2,US,United States,0,0,
run cmake,0,0,0,0,,11.00,11.00,0.00,1,,US,United States,0,0,0
makefile pass arguments,0,0,0,0,,11.00,11.00,0.00,1,,US,United States,0,0,0
how to run cmake,0,0,0,0,,10.00,10.00,0.00,1,,CA,Canada,0,0,0
poetry develop = true,0,0,,,,10.00,,,0,-1,US,United States,0,0,
install homebrew on m1 mac,0,0,0,0,,9.00,9.50,0.50,2,-1,AU,Australia,0,0,0
cxxflags,0,0,,,,10.00,,,0,-1,IN,India,0,0,
jq index array,0,0,0,0,,10.00,10.00,0.00,1,,US,United States,0,0,0
makefile source env file,0,0,,,,10.00,,,0,-1,US,United States,0,0,
add /opt/homebrew/bin to path,0,,0,,,,11.00,,1,1,US,United States,0,0,
jq first item in array,0,0,0,0,,9.00,10.00,1.00,1,,US,United States,0,0,0
python mongodb create collection,0,0,,,,10.00,,,0,-1,RU,Russian Federation,0,0,
#bin bash,0,,0,,,,11.00,,1,1,US,United States,0,0,
what is an ecr,350,,0,,,,37.00,,1,1,US,United States,350,0,
terraform import,4250,0,0,0,,49.00,49.33,0.33,6,4,US,United States,4250,0,0
docker compose secrets,150,0,0,0,,21.00,33.00,12.00,1,,DE,Germany,150,0,0
nmake vs make,10,0,0,0,,20.00,20.00,0.00,1,,US,United States,10,0,0
python subprocess stdout to string,0,0,,,,10.00,,,0,-1,US,United States,0,0,
docker-compose volumes,1250,6,0,-6,,20.50,41.50,21.00,2,,DE,Germany,1250,0,-6
cosine_similarity,200,,0,,,,35.00,,1,1,US,United States,200,0,
uninstall git lfs,20,0,0,0,,6.00,6.00,0.00,1,,US,United States,20,0,0
aws lambda terraform,200,,0,,,,35.00,,1,1,US,United States,200,0,
docker run mount volume,10,0,0,0,,20.00,20.00,0.00,1,,AU,Australia,10,0,0
continuous integration vs continuous deployment,250,0,,,,36.00,,,0,-1,US,United States,250,0,
get output of subprocess python,0,0,0,0,,12.00,12.00,0.00,1,,US,United States,0,0,0
sed command to replace,0,0,,,,15.00,,,0,-1,CA,Canada,0,0,
aws graviton,1800,0,0,0,,46.00,47.33,1.33,3,1,US,United States,1800,0,0
what is nx,550,,0,,,,39.00,,2,2,US,United States,550,0,
docker container logs,550,0,0,0,,40.00,40.00,0.00,2,,US,United States,550,0,0
logger basicconfig,20,0,0,0,,26.00,26.00,0.00,1,,US,United States,20,0,0
kubernetes mount configmap as file,30,0,0,0,,26.00,26.00,0.00,1,,US,United States,30,0,0
github actions cache,250,0,0,0,,32.00,36.00,4.00,1,,JP,Japan,250,0,0
linux systemd,150,0,,,,34.00,,,0,-1,US,United States,150,0,
what is object in python,1200,0,,,,44.00,,,0,-1,IN,India,1200,0,
popen communicate,10,,0,,,,24.00,,1,1,US,United States,10,0,
terraform variable array,20,0,,,,24.00,,,0,-1,US,United States,20,0,
docker buildx build,250,,0,,,,37.00,,1,1,US,United States,250,0,
kubernetes job,450,0,0,0,,43.00,40.00,-3.00,1,,US,United States,450,0,0
kubernetes deployment strategy,300,0,0,0,,45.00,38.00,-7.00,1,,US,United States,300,0,0
podman run,350,0,0,0,,38.00,38.00,0.00,1,,US,United States,350,0,0
how to check if cmake is installed,0,0,0,0,,13.00,13.00,0.00,1,,US,United States,0,0,0
argocd vs helm,80,,0,,,,33.00,,1,1,US,United States,80,0,
staff engineer,2100,0,0,0,,56.00,46.00,-10.00,1,,US,United States,2100,0,0
nix it,450,0,,,,34.00,,,0,-1,US,United States,450,0,
github actions terraform,100,0,0,0,,52.00,35.00,-17.00,1,,US,United States,100,0,0
systemd service,600,0,0,0,,42.50,41.00,-1.50,1,-1,US,United States,600,0,0
create environment in python,200,,0,,,,37.00,,1,1,IN,India,200,0,
k6 load testing example,20,,0,,,,27.00,,1,1,US,United States,20,0,
nix,41800,0,0,0,,21.88,22.08,0.20,13,5,AU,Australia,41800,0,0
echo commands,20,0,0,0,,10.00,10.00,0.00,1,,US,United States,20,0,0
kafka vs rabbitmq,2050,0,0,0,,39.80,48.86,9.06,7,2,IN,India,2050,0,0
10x engineer meaning,600,0,,,,43.00,,,0,-1,US,United States,600,0,
terraform aws lambda,300,0,0,0,,38.00,39.00,1.00,1,,US,United States,300,0,0
python abstractproperty,30,0,0,0,,29.00,29.00,0.00,1,,US,United States,30,0,0
github actions environment,150,0,0,0,,35.00,35.00,0.00,1,,JP,Japan,150,0,0
docker daemon logs,100,0,,,,35.00,,,0,-1,US,United States,100,0,
syslog,5950,0,0,0,,50.00,50.11,0.11,9,5,IN,India,5950,0,0
popen subprocess,50,0,0,0,,32.00,32.00,0.00,1,,US,United States,50,0,0
optional variable terraform,80,0,0,0,,34.00,34.00,0.00,1,,US,United States,80,0,0
docker ruby image,20,0,,,,26.00,,,0,-1,US,United States,20,0,
github actions secrets,650,0,0,0,,38.50,49.00,10.50,2,,US,United States,650,0,0
merge queue github,150,,0,,,,37.00,,1,1,US,United States,150,0,
github variables,200,,0,,,,38.00,,1,1,US,United States,200,0,
create conda environment,200,0,0,0,,34.00,38.00,4.00,1,,US,United States,200,0,0
bash file,200,0,0,0,,27.00,39.00,12.00,1,,US,United States,200,0,0
python subprocess return code,10,0,0,0,,24.00,24.00,0.00,1,,US,United States,10,0,0
aws lambda dockerfile,90,0,0,0,,35.00,35.00,0.00,1,,US,United States,90,0,0
csv python,850,0,0,0,,34.50,32.00,-2.50,3,1,RU,Russian Federation,850,0,0
docker volume mount,200,,0,,,,39.00,,1,1,US,United States,200,0,
python frameworks,1250,0,0,0,,65.33,46.50,-18.83,2,-1,US,United States,1250,0,0
sbom generation tools,200,0,,,,38.00,,,0,-1,US,United States,200,0,
delve,600,,0,,,,38.00,,1,1,HK,Hong Kong,600,0,
powerlevel10,0,0,0,0,,4.00,3.00,-1.00,1,,US,United States,0,0,0
python logging set formatter,10,0,0,0,,25.00,25.00,0.00,1,,US,United States,10,0,0
subprocess stderr,0,0,0,0,,18.00,18.00,0.00,1,,US,United States,0,0,0
jq get first element,0,0,0,0,,15.00,15.00,0.00,1,,US,United States,0,0,0
read.csv,250,0,0,0,,42.00,40.00,-2.00,1,,US,United States,250,0,0
trim string bash,20,0,0,0,,29.00,29.00,0.00,1,,US,United States,20,0,0
docker vs virtual machine,600,0,0,0,,42.50,44.00,1.50,2,,US,United States,600,0,0
k8s job,200,,0,,,,39.00,,1,1,US,United States,200,0,
yaml.dump,230,0,0,0,,5.00,5.00,0.00,6,,DE,Germany,230,0,0
gitlab ci/cd,20,0,0,0,,33.50,29.00,-4.50,1,-1,US,United States,20,0,0
lxc container,550,0,,,,45.50,,,0,-2,US,United States,550,0,
github actions environment variables,950,,0,,,,45.00,,3,3,DE,Germany,950,0,
logging module in python,200,0,0,0,,40.00,39.00,-1.00,1,,IN,India,200,0,0
ecr public registry,20,0,0,0,,27.00,27.00,0.00,1,,US,United States,20,0,0
yarn vs npm,3610,0,0,0,,43.50,45.20,1.70,5,3,SG,Singapore,3610,0,0
if multiple conditions bash,10,0,0,0,,24.00,24.00,0.00,1,,US,United States,10,0,0
github merge queues,90,,0,,,,36.00,,1,1,US,United States,90,0,
rust lifetime bounds,0,0,,,,15.00,,,0,-1,US,United States,0,0,
warning: /opt/homebrew/bin is not in your path,0,0,0,0,,16.00,16.00,0.00,1,,US,United States,0,0,0
bazel_gazelle,0,0,0,0,,3.00,3.00,0.00,1,,US,United States,0,0,0
kubernetes cron schedule,10,0,0,0,,25.00,25.00,0.00,1,,US,United States,10,0,0
bash if else,4300,0,0,0,,48.00,51.14,3.14,7,,GB,United Kingdom,4300,0,0
class object in python,150,0,0,0,,38.00,38.00,0.00,1,,IN,India,150,0,0
cargo crates,150,,0,,,,33.00,,1,1,US,United States,150,0,
selenium web scraping,200,,0,,,,40.00,,1,1,IN,India,200,0,
error in python,250,0,0,0,,41.00,41.00,0.00,1,,IN,India,250,0,0
kubernetes networking,800,0,0,0,,74.00,53.00,-21.00,2,1,US,United States,800,0,0
rancher kubernetes,1150,,0,,,,46.33,,3,3,IN,India,1150,0,
common ci,30,0,,,,32.00,,,0,-1,US,United States,30,0,
docker build from dockerfile,250,0,0,0,,34.00,41.00,7.00,1,,US,United States,250,0,0
terraform s3 backend,40,0,0,0,,36.00,33.00,-3.00,1,-1,CA,Canada,40,0,0
makeflags,10,0,0,0,,4.25,4.50,0.25,4,,DE,Germany,10,0,0
setup.py find_packages,10,0,0,0,,28.00,28.00,0.00,1,,US,United States,10,0,0
jq loop through array,0,0,0,0,,20.00,20.00,0.00,1,,US,United States,0,0,0
kubernetes secret,100,0,0,0,,40.50,38.00,-2.50,1,-1,US,United States,100,0,0
monorepo,7900,0,0,0,,58.00,62.86,4.86,7,5,VN,Vietnam,7900,0,0
python subprocess run stdout,0,0,0,0,,17.00,17.00,0.00,1,,US,United States,0,0,0
graviton aws,900,0,0,0,,47.50,56.00,8.50,2,,US,United States,900,0,0
securitycontext runasuser,80,,0,,,,37.00,,1,1,US,United States,80,0,
terraform aws_ecs_cluster,20,0,0,0,,30.00,30.00,0.00,1,,US,United States,20,0,0
shell=true subprocess,10,0,0,0,,28.00,28.00,0.00,1,,US,United States,10,0,0
conda env create,300,,0,,,,43.00,,1,1,US,United States,300,0,
ripgrep file extension,20,0,0,0,,30.00,30.00,0.00,1,,US,United States,20,0,0
python abstract method decorator,20,,0,,,,30.00,,1,1,US,United States,20,0,
anaconda virtual environment,60,0,0,0,,36.00,36.00,0.00,1,,US,United States,60,0,0
bazel-gazelle,0,0,0,0,,4.00,3.00,-1.00,1,,US,United States,0,0,0
flux gitops logo,30,,0,,,,54.50,,2,2,IN,India,30,0,
logger in python,200,0,0,0,,41.00,41.00,0.00,1,,IN,India,200,0,0
awk command in linux,2250,0,0,0,,36.00,47.00,11.00,2,,US,United States,2250,0,0
npm vs yarn,200,0,0,0,,35.00,41.00,6.00,1,,IN,India,200,0,0
with statement in python,200,0,0,0,,43.00,43.00,0.00,1,,IN,India,200,0,0
sed regex,250,0,0,0,,13.00,12.00,-1.00,1,,US,United States,250,0,0
services in kubernetes,250,0,,,,43.00,,,0,-1,IN,India,250,0,
python objects,400,0,,,,30.00,,,0,-1,US,United States,400,0,
errors in python,350,0,0,0,,44.00,44.00,0.00,1,,IN,India,350,0,0
linux networking commands,300,0,0,0,,15.00,16.00,1.00,1,,IN,India,300,0,0
systemd service file,200,0,0,0,,44.00,44.00,0.00,1,,US,United States,200,0,0
docker bridge network,250,0,0,0,,43.00,44.00,1.00,1,,US,United States,250,0,0
docker list networks,200,0,0,0,,42.00,43.00,1.00,1,,US,United States,200,0,0
terraform lambda,300,0,0,0,,16.00,45.00,29.00,1,,SE,Sweden,300,0,0
terraform docker,150,,0,,,,42.00,,1,1,US,United States,150,0,
docker build example,200,,0,,,,44.00,,1,1,US,United States,200,0,
create environment conda,30,0,,,,34.00,,,0,-1,NL,Netherlands,30,0,
pyinstaller versions,0,0,0,0,,20.00,20.00,0.00,1,,US,United States,0,0,0
python class and object,200,0,0,0,,44.00,45.00,1.00,1,,IN,India,200,0,0
eartgly,30,0,0,0,,4.00,4.00,0.00,1,,US,United States,30,0,0
replica set,250,,0,,,,45.00,,1,1,US,United States,250,0,
k8s network policy,200,0,0,0,,39.00,44.00,5.00,1,,US,United States,200,0,0
bash default variables,10,0,,,,29.00,,,0,-1,US,United States,10,0,
python logging best practices,350,,0,,,,47.00,,1,1,US,United States,350,0,
configure.ac,0,0,0,0,,5.00,5.00,0.00,4,,DE,Germany,0,0,0
playwright python tutorial,40,0,,,,36.00,,,0,-1,CA,Canada,40,0,
sed replace word,0,,0,,,,21.00,,1,1,US,United States,0,0,
docker vs vm,800,0,0,0,,40.00,47.50,7.50,2,1,US,United States,800,0,0
vault kubernetes secrets,10,0,0,0,,31.00,31.00,0.00,1,,US,United States,10,0,0
k8s deployment strategy types,10,0,,,,30.00,,,0,-1,US,United States,10,0,
fixtures are not meant to be called directly,10,0,0,0,,33.00,33.00,0.00,1,,US,United States,10,0,0
what is an object in python,400,0,0,0,,47.00,51.50,4.50,2,,IN,India,400,0,0
conda create new environment python 3.9,10,0,0,0,,30.00,30.00,0.00,1,,US,United States,10,0,0
object in python,1100,0,,,,50.00,,,0,-1,IN,India,1100,0,
sbom example,400,0,0,0,,65.00,48.00,-17.00,1,,US,United States,400,0,0
github actions docker,10,0,,,,31.00,,,0,-1,SE,Sweden,10,0,
docker mount volume,210,0,0,0,,34.50,35.00,0.50,2,,AT,Austria,210,0,0
awk,10910,0,0,0,,38.75,26.94,-11.81,18,6,ID,Indonesia,10910,0,0
k8s operator,200,0,0,0,,44.00,46.00,2.00,1,,US,United States,200,0,0
class and objects in python,250,0,0,0,,48.00,48.00,0.00,1,,IN,India,250,0,0
mono repo,500,,0,,,,48.00,,1,1,US,United States,500,0,
what is k3s,250,0,0,0,,36.00,46.00,10.00,1,,US,United States,250,0,0
sbom tools,450,0,0,0,,50.00,50.00,0.00,1,,US,United States,450,0,0
pyinstaller,24720,0,0,0,,8.36,9.57,1.21,46,7,DE,Germany,24720,0,0
conda create environment python 3,0,0,0,0,,28.00,28.00,0.00,1,,CA,Canada,0,0,0
pyinstaller requirements.txt,0,0,0,0,,26.00,26.00,0.00,1,,US,United States,0,0,0
portainer podman,30,0,,,,37.00,,,0,-1,FR,France,30,0,
shadow deployment,200,1,0,-1,,21.00,47.00,26.00,1,,US,United States,200,0,-1
kubernetes cronjob,250,0,0,0,,47.00,47.00,0.00,1,,US,United States,250,0,0
kubernetes service,250,0,0,0,,46.33,47.00,0.67,1,-2,IN,India,250,0,0
